user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,click_through_rate,conversion_rate,ROI
405,2025-03-10 16:42:23,Desktop,UK,35-44,Male,A7692,Video,Automotive,Fitness Lovers,0.11463380520358667,0.1339,Liked,38,0.6,0.11463380520358667,0.1339,2.56
195,2025-03-24 05:13:39,Tablet,USA,55+,Female,A5452,Image,Health,Young Adults,0.07293255979829627,0.1022,Ignored,44,1.01,0.07293255979829627,0.1022,0.74
541,2025-06-15 09:06:06,Mobile,India,18-24,Male,A9035,Image,Travel,Tech Enthusiasts,0.09703874602460272,0.06,Ignored,55,0.36,0.09703874602460272,0.06,1.62
997,2025-02-25 10:49:47,Mobile,UK,25-34,Male,A9401,Image,Travel,Travel Lovers,0.018015695384951912,0.0966,Shared,56,0.91,0.018015695384951912,0.0966,0.19
205,2025-04-03 03:36:51,Desktop,USA,45-54,Male,A7039,Text,Travel,Family Oriented,0.08542291964728975,0.1151,Shared,34,1.03,0.08542291964728975,0.1151,0.95
958,2025-04-22 01:21:00,Mobile,Canada,25-34,Female,A4588,Text,Fashion,Tech Enthusiasts,0.028136128251696042,0.1257,Commented,13,1.29,0.028136128251696042,0.1257,0.27
682,2025-05-02 23:00:20,Desktop,UK,55+,Female,A9552,Text,Travel,Tech Enthusiasts,0.03883437084809367,0.0275,Commented,33,1.28,0.03883437084809367,0.0275,0.08
416,2025-03-17 04:15:16,Desktop,Germany,35-44,Female,A9018,Image,Automotive,Fitness Lovers,0.08535306283990116,0.0761,Shared,46,1.12,0.08535306283990116,0.0761,0.58
115,2025-01-09 06:29:05,Mobile,USA,45-54,Male,A8197,Text,Fashion,Fitness Lovers,0.12848629352284976,0.0916,Commented,22,1.06,0.12848629352284976,0.0916,1.11
174,2025-02-26 18:19:22,Desktop,Germany,25-34,Female,A1646,Image,Automotive,Young Adults,0.05559081975179816,0.0321,Liked,16,1.34,0.05559081975179816,0.0321,0.13
580,2025-04-07 02:31:02,Tablet,Germany,45-54,Male,A5478,Image,Electronics,Family Oriented,0.01183121861728421,0.0167,Commented,45,0.46,0.01183121861728421,0.0167,0.04
641,2025-09-09 22:24:10,Desktop,Canada,18-24,Female,A9273,Video,Fashion,Family Oriented,0.10592775995735626,0.0675,Ignored,54,1.13,0.10592775995735626,0.0675,0.63
895,2025-02-23 06:09:09,Desktop,Germany,55+,Female,A5583,Text,Electronics,Travel Lovers,0.11869478751753369,0.0283,Shared,23,1.38,0.11869478751753369,0.0283,0.24
269,2025-06-08 16:27:10,Mobile,Germany,35-44,Female,A6945,Video,Automotive,Family Oriented,0.14263238203086004,0.0314,Ignored,55,1.01,0.14263238203086004,0.0314,0.44
843,2025-03-15 18:16:27,Mobile,USA,35-44,Male,A3147,Text,Health,Fitness Lovers,0.07491627238347923,0.0273,Shared,19,0.48,0.07491627238347923,0.0273,0.43
670,2025-04-30 20:31:06,Desktop,Canada,45-54,Female,A8508,Image,Automotive,Tech Enthusiasts,0.11535571529525117,0.106,Commented,46,1.33,0.11535571529525117,0.106,0.92
610,2025-10-09 07:43:13,Desktop,Canada,55+,Female,A6740,Image,Fashion,Fitness Lovers,0.08463644588646069,0.0994,Ignored,50,0.13,0.08463644588646069,0.0994,6.47
172,2025-09-19 21:17:52,Mobile,UK,18-24,Female,A7520,Video,Automotive,Travel Lovers,0.11351045271459899,0.0791,Ignored,12,0.38,0.11351045271459899,0.0791,2.36
102,2025-11-19 09:56:06,Desktop,Germany,35-44,Female,A1933,Video,Health,Family Oriented,0.0959480125369087,0.0669,Liked,56,0.52,0.0959480125369087,0.0669,1.23
886,2025-11-16 06:28:33,Mobile,Canada,18-24,Male,A4043,Text,Automotive,Young Adults,0.013930705000029627,0.1,Ignored,27,0.93,0.013930705000029627,0.1,0.15
896,2025-04-30 10:15:08,Mobile,Germany,18-24,Male,A4871,Text,Health,Family Oriented,0.04009618823521739,0.0902,Liked,14,0.7,0.04009618823521739,0.0902,0.52
284,2025-12-27 00:33:36,Mobile,UK,18-24,Female,A3564,Text,Automotive,Fitness Lovers,0.060407109641278864,0.1097,Commented,49,0.9,0.060407109641278864,0.1097,0.74
390,2025-10-04 13:51:53,Mobile,India,35-44,Female,A1570,Image,Health,Tech Enthusiasts,0.059685544992234774,0.058,Ignored,59,0.69,0.059685544992234774,0.058,0.5
722,2025-08-31 06:00:08,Mobile,India,18-24,Female,A2783,Video,Fashion,Fitness Lovers,0.1391424536382628,0.1054,Liked,32,0.54,0.1391424536382628,0.1054,2.72
749,2025-02-23 05:45:42,Mobile,Canada,18-24,Female,A7378,Image,Automotive,Young Adults,0.056270603246582236,0.0648,Ignored,46,1.39,0.056270603246582236,0.0648,0.26
200,2025-06-13 15:12:33,Mobile,India,45-54,Male,A3707,Text,Travel,Tech Enthusiasts,0.05421830324054298,0.0279,Shared,21,0.2,0.05421830324054298,0.0279,0.76
956,2025-03-13 03:17:48,Desktop,UK,35-44,Female,A7453,Text,Travel,Tech Enthusiasts,0.08884301961814806,0.105,Shared,47,1.01,0.08884301961814806,0.105,0.92
948,2025-05-24 15:26:17,Mobile,India,55+,Female,A9107,Video,Electronics,Travel Lovers,0.12402585888680281,0.1191,Commented,27,0.13,0.12402585888680281,0.1191,11.36
766,2025-03-17 15:00:21,Mobile,Germany,35-44,Male,A9221,Video,Travel,Travel Lovers,0.14090492203181088,0.1235,Ignored,40,0.34,0.14090492203181088,0.1235,5.12
310,2025-07-17 12:46:33,Mobile,India,45-54,Male,A1397,Image,Electronics,Travel Lovers,0.10791726298876857,0.125,Commented,46,0.39,0.10791726298876857,0.125,3.46
924,2025-03-27 00:04:09,Desktop,Germany,25-34,Male,A9947,Image,Health,Tech Enthusiasts,0.04108470059668552,0.1313,Commented,37,1.2,0.04108470059668552,0.1313,0.45
664,2025-07-01 14:41:44,Mobile,India,55+,Male,A9687,Image,Health,Travel Lovers,0.044176167411306734,0.1161,Liked,51,0.96,0.044176167411306734,0.1161,0.53
526,2025-04-03 04:12:27,Tablet,Canada,45-54,Male,A3296,Video,Automotive,Fitness Lovers,0.05664590337788342,0.1361,Ignored,14,1.46,0.05664590337788342,0.1361,0.53
276,2025-08-29 10:09:22,Tablet,Germany,25-34,Female,A1930,Image,Travel,Fitness Lovers,0.12265160243902387,0.0799,Shared,42,0.67,0.12265160243902387,0.0799,1.46
718,2025-11-20 06:27:27,Mobile,UK,35-44,Male,A4766,Video,Fashion,Tech Enthusiasts,0.14152809665837324,0.128,Liked,14,0.47,0.14152809665837324,0.128,3.85
822,2025-02-06 11:53:17,Mobile,UK,35-44,Female,A9757,Image,Fashion,Fitness Lovers,0.1403606390450855,0.0758,Shared,36,0.57,0.1403606390450855,0.0758,1.87
950,2025-06-27 10:28:40,Desktop,Canada,45-54,Female,A5223,Image,Fashion,Tech Enthusiasts,0.14322789695234953,0.0951,Shared,26,0.52,0.14322789695234953,0.0951,2.62
653,2025-05-30 14:31:01,Mobile,UK,25-34,Female,A2699,Video,Fashion,Family Oriented,0.10909064653414302,0.0867,Liked,52,1.13,0.10909064653414302,0.0867,0.84
688,2025-05-20 13:43:55,Tablet,Canada,35-44,Male,A6099,Video,Electronics,Family Oriented,0.04683917287326892,0.0385,Ignored,48,1.07,0.04683917287326892,0.0385,0.17
180,2025-01-31 23:17:25,Tablet,India,55+,Female,A5947,Video,Automotive,Travel Lovers,0.1012465097088264,0.0873,Ignored,34,1.21,0.1012465097088264,0.0873,0.73
630,2025-05-04 23:47:44,Tablet,India,25-34,Male,A4138,Video,Electronics,Fitness Lovers,0.08717299522688118,0.0753,Liked,51,0.36,0.08717299522688118,0.0753,1.82
728,2025-10-05 11:42:20,Mobile,India,45-54,Female,A5082,Image,Fashion,Travel Lovers,0.12475869742349799,0.0717,Ignored,13,0.69,0.12475869742349799,0.0717,1.3
920,2025-04-01 23:46:31,Mobile,Germany,45-54,Male,A4838,Video,Fashion,Tech Enthusiasts,0.032974498387383575,0.0271,Liked,47,0.88,0.032974498387383575,0.0271,0.1
242,2025-10-03 04:16:29,Desktop,Germany,25-34,Male,A6123,Image,Health,Travel Lovers,0.0604800229945084,0.1051,Commented,42,0.41,0.0604800229945084,0.1051,1.55
653,2025-12-10 22:10:26,Mobile,USA,35-44,Male,A2025,Image,Travel,Family Oriented,0.1457373995669402,0.0979,Shared,30,0.7,0.1457373995669402,0.0979,2.04
116,2025-06-19 17:06:30,Mobile,Germany,25-34,Female,A3204,Image,Health,Fitness Lovers,0.014559613920366525,0.0386,Liked,16,0.34,0.014559613920366525,0.0386,0.17
751,2025-06-26 16:44:00,Mobile,India,35-44,Female,A1074,Text,Electronics,Fitness Lovers,0.07364856764179928,0.0757,Liked,18,0.92,0.07364856764179928,0.0757,0.61
433,2025-10-04 21:05:40,Mobile,UK,55+,Female,A4234,Text,Health,Young Adults,0.03836740596326056,0.0431,Commented,18,0.68,0.03836740596326056,0.0431,0.24
480,2025-03-17 12:03:14,Tablet,Germany,45-54,Female,A2058,Image,Automotive,Fitness Lovers,0.11914914432627814,0.1424,Ignored,35,1.1,0.11914914432627814,0.1424,1.54
332,2025-12-27 12:38:36,Desktop,Canada,25-34,Female,A2346,Image,Travel,Family Oriented,0.12178626862945019,0.0406,Liked,37,1.04,0.12178626862945019,0.0406,0.48
505,2025-03-23 22:43:04,Tablet,Germany,25-34,Male,A7666,Image,Automotive,Fitness Lovers,0.09805557141797118,0.1398,Commented,36,0.15,0.09805557141797118,0.1398,9.14
487,2025-08-23 11:55:41,Mobile,Germany,45-54,Female,A6005,Text,Health,Fitness Lovers,0.07635690199424365,0.0197,Shared,22,1.46,0.07635690199424365,0.0197,0.1
625,2025-10-25 02:38:42,Tablet,USA,25-34,Female,A2910,Video,Automotive,Travel Lovers,0.011381175294596695,0.0378,Liked,60,0.31,0.011381175294596695,0.0378,0.14
717,2025-07-24 21:20:13,Mobile,India,45-54,Female,A8636,Video,Electronics,Fitness Lovers,0.10447289355845896,0.0189,Ignored,12,1.41,0.10447289355845896,0.0189,0.14
637,2025-12-09 13:16:05,Desktop,India,35-44,Male,A9062,Video,Health,Young Adults,0.04227309618742431,0.1098,Shared,48,0.4,0.04227309618742431,0.1098,1.16
735,2025-11-24 22:46:54,Desktop,India,35-44,Female,A2857,Text,Health,Travel Lovers,0.02128336561958958,0.1294,Ignored,32,1.46,0.02128336561958958,0.1294,0.19
512,2025-03-03 07:58:43,Mobile,India,25-34,Female,A1531,Video,Fashion,Fitness Lovers,0.12143993307737166,0.1189,Liked,42,0.21,0.12143993307737166,0.1189,6.88
204,2025-04-09 15:33:09,Tablet,Canada,25-34,Male,A4830,Image,Health,Travel Lovers,0.14696830127914579,0.0357,Ignored,13,0.96,0.14696830127914579,0.0357,0.55
765,2025-12-30 16:29:30,Desktop,Germany,25-34,Male,A8458,Video,Health,Fitness Lovers,0.13239114468217575,0.1386,Liked,21,0.74,0.13239114468217575,0.1386,2.48
652,2025-03-18 20:55:21,Desktop,India,45-54,Female,A1448,Text,Automotive,Fitness Lovers,0.0978156476803101,0.1349,Liked,40,1.41,0.0978156476803101,0.1349,0.94
479,2025-02-04 08:13:29,Tablet,Germany,45-54,Female,A8740,Image,Electronics,Young Adults,0.049167996271611385,0.1107,Liked,10,1.15,0.049167996271611385,0.1107,0.47
210,2025-09-16 13:30:51,Tablet,India,18-24,Male,A7584,Video,Electronics,Travel Lovers,0.14156968125943994,0.0896,Ignored,52,0.37,0.14156968125943994,0.0896,3.43
606,2025-05-05 22:00:06,Desktop,Canada,18-24,Female,A2473,Text,Travel,Fitness Lovers,0.05222045671859962,0.1,Ignored,55,1.15,0.05222045671859962,0.1,0.45
373,2025-12-30 05:16:23,Desktop,USA,55+,Female,A6988,Image,Electronics,Young Adults,0.04915233894366904,0.1401,Shared,32,1.5,0.04915233894366904,0.1401,0.46
366,2025-04-09 08:12:05,Tablet,USA,55+,Female,A1779,Text,Electronics,Travel Lovers,0.1065421931431404,0.1094,Liked,49,0.28,0.1065421931431404,0.1094,4.16
557,2025-09-05 06:35:25,Tablet,Canada,55+,Male,A2185,Text,Travel,Tech Enthusiasts,0.10404365774682871,0.0299,Commented,39,0.9,0.10404365774682871,0.0299,0.35
469,2025-09-05 11:02:59,Mobile,Germany,35-44,Male,A9024,Image,Fashion,Young Adults,0.14492759842100647,0.125,Ignored,42,0.97,0.14492759842100647,0.125,1.87
261,2025-09-16 07:32:21,Desktop,India,18-24,Male,A7616,Video,Travel,Family Oriented,0.1478489227634249,0.1058,Ignored,48,0.81,0.1478489227634249,0.1058,1.93
616,2025-11-16 01:40:57,Desktop,India,18-24,Female,A7314,Video,Fashion,Family Oriented,0.04250435784598677,0.0891,Liked,43,1.12,0.04250435784598677,0.0891,0.34
220,2025-07-23 01:48:57,Mobile,USA,45-54,Male,A5564,Image,Fashion,Travel Lovers,0.06816244087817613,0.1447,Liked,47,0.88,0.06816244087817613,0.1447,1.12
518,2025-12-23 16:14:52,Mobile,UK,18-24,Male,A1810,Video,Electronics,Travel Lovers,0.10651931076680372,0.0557,Commented,49,0.31,0.10651931076680372,0.0557,1.91
529,2025-10-21 12:55:34,Mobile,Germany,25-34,Male,A4842,Image,Travel,Fitness Lovers,0.11896614279567401,0.0107,Commented,35,0.21,0.11896614279567401,0.0107,0.61
890,2025-09-06 07:47:11,Mobile,UK,45-54,Male,A6785,Text,Travel,Fitness Lovers,0.10043287046737576,0.0663,Commented,27,0.35,0.10043287046737576,0.0663,1.9
491,2025-06-28 15:10:03,Mobile,Germany,55+,Female,A3303,Image,Automotive,Tech Enthusiasts,0.09937350457503633,0.1033,Ignored,25,0.18,0.09937350457503633,0.1033,5.7
813,2025-12-25 20:34:48,Mobile,Canada,25-34,Male,A7215,Text,Travel,Family Oriented,0.13972888024440797,0.0224,Shared,16,1.17,0.13972888024440797,0.0224,0.27
649,2025-07-19 21:03:35,Desktop,Germany,55+,Male,A4689,Image,Fashion,Fitness Lovers,0.11386265135143502,0.0883,Shared,18,1.41,0.11386265135143502,0.0883,0.71
895,2025-01-28 05:57:25,Desktop,Canada,18-24,Female,A2427,Image,Fashion,Travel Lovers,0.06990121653962211,0.0641,Commented,32,1.44,0.06990121653962211,0.0641,0.31
249,2025-01-30 03:04:38,Tablet,India,35-44,Male,A5746,Video,Health,Tech Enthusiasts,0.1117713721130438,0.122,Shared,20,0.59,0.1117713721130438,0.122,2.31
234,2025-03-26 07:59:30,Desktop,USA,18-24,Female,A2495,Video,Health,Tech Enthusiasts,0.07864067969603078,0.0183,Ignored,14,0.7,0.07864067969603078,0.0183,0.21
334,2025-02-21 21:17:07,Tablet,USA,18-24,Male,A5564,Video,Health,Young Adults,0.03443787513739939,0.0227,Liked,55,1.06,0.03443787513739939,0.0227,0.07
627,2025-06-23 15:16:18,Tablet,Canada,25-34,Male,A8684,Video,Travel,Tech Enthusiasts,0.13129683834671094,0.1287,Liked,15,1.36,0.13129683834671094,0.1287,1.24
299,2025-02-12 01:24:12,Mobile,India,18-24,Male,A9027,Video,Health,Young Adults,0.14417708894872164,0.1494,Ignored,54,1.43,0.14417708894872164,0.1494,1.51
333,2025-06-19 01:57:05,Desktop,Canada,18-24,Male,A7088,Video,Health,Young Adults,0.0436190523461231,0.0134,Ignored,27,0.93,0.0436190523461231,0.0134,0.06
828,2025-08-16 01:47:53,Desktop,USA,18-24,Female,A1234,Video,Fashion,Tech Enthusiasts,0.022527101882486245,0.0409,Commented,53,0.18,0.022527101882486245,0.0409,0.51
478,2025-03-30 12:25:08,Desktop,Canada,18-24,Male,A9985,Text,Fashion,Travel Lovers,0.034527408038779156,0.1045,Commented,11,0.65,0.034527408038779156,0.1045,0.56
645,2025-02-03 16:16:19,Mobile,Germany,35-44,Female,A8339,Video,Automotive,Travel Lovers,0.1316714318425698,0.119,Liked,44,1.24,0.1316714318425698,0.119,1.26
792,2025-01-13 16:48:35,Tablet,UK,25-34,Male,A9874,Video,Electronics,Young Adults,0.04331765680227085,0.0671,Ignored,45,0.18,0.04331765680227085,0.0671,1.61
185,2025-08-01 20:45:43,Desktop,India,25-34,Female,A9451,Text,Automotive,Young Adults,0.059219160551566376,0.067,Liked,41,0.44,0.059219160551566376,0.067,0.9
988,2025-12-29 16:36:24,Mobile,India,25-34,Female,A2781,Video,Travel,Fitness Lovers,0.12005172694791316,0.08,Commented,54,1.13,0.12005172694791316,0.08,0.85
715,2025-04-22 16:28:54,Mobile,Canada,25-34,Male,A5442,Image,Travel,Family Oriented,0.09035793086474544,0.0504,Liked,51,0.12,0.09035793086474544,0.0504,3.8
870,2025-09-19 11:49:23,Tablet,India,45-54,Male,A8938,Image,Automotive,Young Adults,0.030431663245571464,0.031,Ignored,36,0.2,0.030431663245571464,0.031,0.47
441,2025-02-25 17:50:15,Mobile,Canada,55+,Male,A1391,Video,Travel,Family Oriented,0.08177704127531524,0.1209,Ignored,29,0.37,0.08177704127531524,0.1209,2.67
231,2025-02-21 01:50:21,Mobile,Canada,45-54,Female,A2371,Image,Travel,Tech Enthusiasts,0.038953026647473424,0.1314,Liked,40,0.26,0.038953026647473424,0.1314,1.97
845,2025-08-11 17:43:54,Tablet,India,45-54,Male,A2247,Text,Health,Family Oriented,0.12130208410664725,0.0867,Shared,38,0.5,0.12130208410664725,0.0867,2.1
525,2025-02-06 07:09:15,Mobile,UK,45-54,Female,A2832,Video,Fashion,Family Oriented,0.018141231754173308,0.014,Liked,12,0.76,0.018141231754173308,0.014,0.03
648,2025-07-14 22:41:38,Desktop,UK,25-34,Male,A8114,Image,Automotive,Tech Enthusiasts,0.10245997999216849,0.1313,Ignored,24,1.08,0.10245997999216849,0.1313,1.25
282,2025-10-12 04:11:03,Mobile,UK,35-44,Female,A1018,Video,Fashion,Young Adults,0.04316926581915932,0.0172,Liked,54,0.48,0.04316926581915932,0.0172,0.15
768,2025-04-28 21:22:28,Tablet,UK,18-24,Female,A7285,Image,Health,Tech Enthusiasts,0.021682222384267414,0.1011,Commented,43,1.1,0.021682222384267414,0.1011,0.2
532,2025-08-26 21:51:00,Desktop,UK,45-54,Female,A1602,Text,Travel,Tech Enthusiasts,0.0800466367645625,0.0265,Ignored,12,0.91,0.0800466367645625,0.0265,0.23
387,2025-03-24 00:42:47,Tablet,UK,25-34,Male,A1566,Image,Automotive,Young Adults,0.0953555155377823,0.067,Commented,29,1.38,0.0953555155377823,0.067,0.46
430,2025-01-09 02:23:11,Tablet,UK,45-54,Male,A9657,Video,Health,Fitness Lovers,0.07773634377196582,0.0771,Liked,45,1.43,0.07773634377196582,0.0771,0.42
293,2025-02-11 19:26:05,Mobile,USA,45-54,Male,A7387,Image,Health,Young Adults,0.08178932144750904,0.073,Shared,46,0.67,0.08178932144750904,0.073,0.89
865,2025-12-08 05:01:11,Mobile,UK,45-54,Female,A5109,Video,Electronics,Fitness Lovers,0.09891618565185235,0.0972,Shared,19,0.38,0.09891618565185235,0.0972,2.53
831,2025-09-22 07:00:02,Tablet,UK,18-24,Female,A4518,Video,Fashion,Travel Lovers,0.09738637282432357,0.042,Shared,39,0.88,0.09738637282432357,0.042,0.46
219,2025-10-20 06:52:26,Desktop,India,45-54,Male,A7856,Text,Health,Family Oriented,0.12072904399834258,0.1125,Commented,22,1.42,0.12072904399834258,0.1125,0.96
927,2025-12-25 14:59:59,Desktop,Germany,18-24,Female,A6765,Video,Health,Fitness Lovers,0.09545260336414776,0.0444,Commented,60,0.5,0.09545260336414776,0.0444,0.85
507,2025-03-09 04:53:56,Tablet,USA,18-24,Female,A4454,Video,Travel,Fitness Lovers,0.12406355227961209,0.0625,Ignored,33,1.2,0.12406355227961209,0.0625,0.65
568,2025-09-22 11:42:43,Desktop,USA,55+,Female,A2762,Image,Fashion,Family Oriented,0.139000493067675,0.0928,Shared,56,0.68,0.139000493067675,0.0928,1.9
991,2025-09-15 00:01:49,Desktop,India,18-24,Male,A6464,Image,Automotive,Travel Lovers,0.14458099692274315,0.1262,Commented,47,1.18,0.14458099692274315,0.1262,1.55
871,2025-11-29 16:03:03,Desktop,Canada,25-34,Female,A2269,Video,Electronics,Travel Lovers,0.12105233568023353,0.1213,Commented,46,1.02,0.12105233568023353,0.1213,1.44
613,2025-11-19 03:51:37,Desktop,Germany,55+,Female,A8279,Text,Health,Family Oriented,0.029969287414131435,0.1069,Commented,25,1.11,0.029969287414131435,0.1069,0.29
634,2025-03-31 15:02:39,Mobile,UK,18-24,Female,A7630,Video,Travel,Family Oriented,0.11607319545941899,0.0891,Ignored,59,0.99,0.11607319545941899,0.0891,1.04
242,2025-12-02 14:01:36,Mobile,India,25-34,Female,A3092,Image,Fashion,Young Adults,0.08328530601371435,0.0919,Shared,34,0.97,0.08328530601371435,0.0919,0.79
952,2025-01-10 13:35:50,Desktop,Germany,25-34,Female,A6204,Text,Automotive,Family Oriented,0.02534952420231699,0.0866,Ignored,32,1.37,0.02534952420231699,0.0866,0.16
457,2025-08-22 11:45:50,Mobile,USA,35-44,Female,A4196,Image,Travel,Tech Enthusiasts,0.11387276035912323,0.058,Ignored,56,0.82,0.11387276035912323,0.058,0.81
163,2025-11-04 21:10:31,Mobile,USA,45-54,Female,A3633,Video,Fashion,Travel Lovers,0.11612574263746758,0.077,Liked,39,0.89,0.11612574263746758,0.077,1.0
901,2025-06-18 17:55:50,Desktop,UK,35-44,Female,A2144,Video,Automotive,Young Adults,0.13059802456125652,0.1274,Commented,26,0.52,0.13059802456125652,0.1274,3.2
973,2025-04-21 02:10:32,Mobile,India,25-34,Female,A4241,Video,Electronics,Tech Enthusiasts,0.13892950505962404,0.1203,Commented,41,1.42,0.13892950505962404,0.1203,1.18
793,2025-08-05 23:14:05,Mobile,Canada,18-24,Male,A2972,Image,Travel,Tech Enthusiasts,0.09323431731934412,0.1185,Shared,32,0.86,0.09323431731934412,0.1185,1.28
128,2025-10-24 21:06:35,Mobile,USA,45-54,Male,A6336,Text,Electronics,Family Oriented,0.08943416140543782,0.0617,Ignored,48,0.3,0.08943416140543782,0.0617,1.84
911,2025-04-11 00:08:39,Tablet,India,45-54,Male,A5948,Video,Automotive,Young Adults,0.012493882236374933,0.1245,Commented,49,1.33,0.012493882236374933,0.1245,0.12
632,2025-02-12 12:03:23,Mobile,Germany,25-34,Female,A6745,Video,Electronics,Travel Lovers,0.12147993680585929,0.0314,Liked,43,1.03,0.12147993680585929,0.0314,0.37
424,2025-03-07 11:55:12,Tablet,Canada,18-24,Male,A3346,Video,Automotive,Fitness Lovers,0.13391907912948425,0.1469,Ignored,21,0.17,0.13391907912948425,0.1469,11.57
932,2025-12-11 19:33:58,Mobile,Canada,35-44,Female,A9364,Text,Automotive,Fitness Lovers,0.04013496098894948,0.1446,Shared,24,0.17,0.04013496098894948,0.1446,3.41
277,2025-07-12 19:06:08,Desktop,USA,25-34,Male,A5592,Text,Health,Fitness Lovers,0.027225709598007228,0.0846,Commented,21,0.61,0.027225709598007228,0.0846,0.38
679,2025-10-21 13:22:19,Tablet,USA,35-44,Male,A9812,Video,Electronics,Fitness Lovers,0.06291725420483488,0.1072,Ignored,55,0.56,0.06291725420483488,0.1072,1.2
660,2025-12-11 09:35:07,Mobile,UK,18-24,Female,A9792,Text,Travel,Fitness Lovers,0.10048422496261632,0.0627,Commented,33,1.25,0.10048422496261632,0.0627,0.5
765,2025-11-10 17:35:54,Tablet,Germany,35-44,Female,A4367,Text,Electronics,Tech Enthusiasts,0.09105155502525612,0.1138,Liked,10,1.09,0.09105155502525612,0.1138,0.95
227,2025-01-25 14:16:44,Mobile,India,35-44,Male,A1431,Image,Fashion,Travel Lovers,0.031223889575442212,0.0825,Liked,25,0.36,0.031223889575442212,0.0825,0.72
762,2025-01-02 21:47:48,Desktop,India,25-34,Male,A6260,Video,Travel,Tech Enthusiasts,0.028490952619843045,0.0173,Liked,50,0.6,0.028490952619843045,0.0173,0.08
458,2025-12-11 20:03:06,Tablet,Canada,45-54,Male,A7949,Image,Automotive,Tech Enthusiasts,0.10161809574731119,0.1303,Liked,49,0.76,0.10161809574731119,0.1303,1.74
199,2025-01-13 14:11:16,Desktop,Canada,25-34,Male,A9242,Text,Electronics,Tech Enthusiasts,0.059799972695248976,0.1374,Liked,28,0.8,0.059799972695248976,0.1374,1.03
580,2025-08-04 12:53:42,Mobile,USA,55+,Female,A6955,Text,Automotive,Fitness Lovers,0.10176255615894103,0.1389,Liked,42,0.37,0.10176255615894103,0.1389,3.82
590,2025-11-29 01:47:30,Desktop,Germany,45-54,Female,A4259,Image,Health,Travel Lovers,0.13753919961511127,0.1013,Liked,20,1.15,0.13753919961511127,0.1013,1.21
203,2025-05-29 04:00:38,Tablet,USA,35-44,Male,A2282,Video,Electronics,Travel Lovers,0.016195545969294633,0.1053,Shared,53,0.5,0.016195545969294633,0.1053,0.34
340,2025-01-04 20:24:47,Mobile,Germany,35-44,Male,A4678,Image,Electronics,Travel Lovers,0.07619734264392199,0.0238,Liked,30,1.33,0.07619734264392199,0.0238,0.14
625,2025-11-18 22:02:18,Tablet,Germany,25-34,Male,A9800,Video,Health,Tech Enthusiasts,0.04186735202500482,0.045,Ignored,24,1.49,0.04186735202500482,0.045,0.13
909,2025-11-13 21:59:11,Mobile,Canada,25-34,Female,A3665,Image,Travel,Travel Lovers,0.016679317093065915,0.0964,Shared,49,0.46,0.016679317093065915,0.0964,0.35
248,2025-03-04 16:51:39,Tablet,India,18-24,Female,A6453,Video,Fashion,Travel Lovers,0.0115969362553712,0.0814,Shared,45,1.01,0.0115969362553712,0.0814,0.09
495,2025-12-16 15:04:03,Tablet,Germany,18-24,Female,A9491,Text,Automotive,Family Oriented,0.11415848602057488,0.1076,Commented,59,0.38,0.11415848602057488,0.1076,3.23
590,2025-01-16 22:30:11,Tablet,Germany,45-54,Male,A4008,Text,Automotive,Young Adults,0.08657514632342675,0.1144,Ignored,33,1.46,0.08657514632342675,0.1144,0.68
151,2025-06-05 14:20:02,Mobile,Canada,55+,Female,A8153,Text,Health,Travel Lovers,0.020276538842940048,0.1224,Shared,25,1.35,0.020276538842940048,0.1224,0.18
111,2025-06-06 11:32:35,Mobile,India,25-34,Female,A2872,Video,Electronics,Fitness Lovers,0.05592989045073144,0.0314,Ignored,29,1.13,0.05592989045073144,0.0314,0.16
177,2025-06-12 22:27:43,Tablet,India,18-24,Male,A7948,Image,Electronics,Family Oriented,0.10062006439695208,0.1322,Ignored,43,1.33,0.10062006439695208,0.1322,1.0
742,2025-06-23 04:52:38,Desktop,Canada,45-54,Male,A6181,Image,Electronics,Travel Lovers,0.05150235897588707,0.1466,Ignored,15,1.07,0.05150235897588707,0.1466,0.71
447,2025-09-06 07:02:09,Desktop,Canada,18-24,Male,A4685,Image,Health,Family Oriented,0.12048898898020118,0.0664,Ignored,20,1.36,0.12048898898020118,0.0664,0.59
558,2025-06-26 17:20:35,Desktop,India,18-24,Male,A7994,Image,Electronics,Tech Enthusiasts,0.014489550830932008,0.1302,Liked,25,0.22,0.014489550830932008,0.1302,0.86
330,2025-11-29 19:41:22,Mobile,India,18-24,Male,A4395,Image,Health,Young Adults,0.11223155925336398,0.0438,Liked,55,0.36,0.11223155925336398,0.0438,1.37
777,2025-04-29 22:20:32,Mobile,Canada,55+,Female,A2049,Video,Travel,Fitness Lovers,0.11360802770392488,0.0547,Shared,35,0.92,0.11360802770392488,0.0547,0.68
659,2025-09-27 09:47:18,Desktop,UK,18-24,Male,A9466,Video,Health,Family Oriented,0.08828801009599357,0.028,Ignored,51,1.1,0.08828801009599357,0.028,0.22
652,2025-08-28 17:04:37,Tablet,UK,18-24,Male,A6035,Image,Health,Young Adults,0.033482135390011804,0.0827,Commented,38,0.59,0.033482135390011804,0.0827,0.47
